device,op,type_a,type_b,m,n,k,runs,us_per_run,gflops,eff_GBps,bytes_per_weight
rpi1,MUL_MAT,q2_K,f32,4096,4,14336,54,25494.41,18.43,0.767,0.3281
rpi1,MUL_MAT,q2_K,f32,4096,5,14336,42,33463.29,17.55,0.587,0.3281
rpi1,MUL_MAT,q2_K,f32,4096,8,14336,27,54524.41,17.23,0.364,0.3281
rpi1,MUL_MAT,q2_K,f32,4096,512,14336,1,5258897.0,11.43,0.011,0.3281
rpi1,MUL_MAT,q3_K,f32,4096,1,14336,138,9626.41,12.2,2.629,0.4297
rpi1,MUL_MAT,q3_K,f32,4096,2,14336,70,17962.36,13.08,1.413,0.4297
rpi1,MUL_MAT,q3_K,f32,4096,3,14336,46,28012.09,12.58,0.909,0.4297
rpi1,MUL_MAT,q3_K,f32,4096,4,14336,36,36459.14,12.88,0.7,0.4297
rpi1,MUL_MAT,q3_K,f32,4096,5,14336,28,47465.61,12.37,0.539,0.4297
rpi1,MUL_MAT,q3_K,f32,4096,8,14336,18,73923.94,12.71,0.349,0.4297
rpi1,MUL_MAT,q3_K,f32,4096,512,14336,1,7194142.0,8.36,0.009,0.4297
rpi1,MUL_MAT,q4_0,f32,4096,1,14336,138,9352.93,12.56,3.539,0.5625
rpi1,MUL_MAT,q4_0,f32,4096,2,14336,70,15022.9,15.63,2.208,0.5625
rpi1,MUL_MAT,q4_0,f32,4096,3,14336,46,24102.98,14.62,1.38,0.5625
rpi1,MUL_MAT,q4_0,f32,4096,4,14336,36,29390.08,15.98,1.134,0.5625
rpi1,MUL_MAT,q4_0,f32,4096,5,14336,28,37719.46,15.57,0.885,0.5625
rpi1,MUL_MAT,q4_0,f32,4096,8,14336,18,62285.67,15.08,0.54,0.5625
rpi1,MUL_MAT,q4_0,f32,4096,512,14336,1,5548163.0,10.84,0.013,0.5625
rpi1,MUL_MAT,q4_1,f32,4096,1,14336,138,10419.28,11.27,3.529,0.625
rpi1,MUL_MAT,q4_1,f32,4096,2,14336,70,15265.84,15.39,2.414,0.625
rpi1,MUL_MAT,q4_1,f32,4096,3,14336,46,23022.3,15.3,1.604,0.625
rpi1,MUL_MAT,q4_1,f32,4096,4,14336,36,29843.25,15.74,1.24,0.625
rpi1,MUL_MAT,q4_1,f32,4096,5,14336,28,37360.57,15.72,0.992,0.625
rpi1,MUL_MAT,q4_1,f32,4096,8,14336,18,58536.39,16.05,0.637,0.625
rpi1,MUL_MAT,q4_1,f32,4096,512,14336,1,5511084.0,10.91,0.014,0.625
rpi1,MUL_MAT,q4_K,f32,4096,1,14336,138,9181.59,12.79,3.605,0.5625
rpi1,MUL_MAT,q4_K,f32,4096,2,14336,70,14646.93,16.04,2.265,0.5625
rpi1,MUL_MAT,q4_K,f32,4096,3,14336,69,22236.72,15.84,1.495,0.5625
rpi1,MUL_MAT,q4_K,f32,4096,4,14336,36,29025.94,16.18,1.148,0.5625
rpi1,MUL_MAT,q4_K,f32,4096,5,14336,42,35502.5,16.54,0.941,0.5625
rpi1,MUL_MAT,q4_K,f32,4096,8,14336,27,55297.93,16.99,0.608,0.5625
rpi1,MUL_MAT,q4_K,f32,4096,512,14336,1,5340305.0,11.26,0.013,0.5625
rpi1,MUL_MAT,q5_0,f32,4096,1,14336,138,12910.2,9.1,3.133,0.6875
rpi1,MUL_MAT,q5_0,f32,4096,2,14336,70,19511.14,12.04,2.077,0.6875
rpi1,MUL_MAT,q5_0,f32,4096,3,14336,46,28272.24,12.46,1.436,0.6875
rpi1,MUL_MAT,q5_0,f32,4096,4,14336,36,37287.25,12.6,1.091,0.6875
rpi1,MUL_MAT,q5_0,f32,4096,5,14336,28,52119.71,11.27,0.782,0.6875
rpi1,MUL_MAT,q5_0,f32,4096,8,14336,18,75078.39,12.51,0.546,0.6875
rpi1,MUL_MAT,q5_0,f32,4096,512,14336,1,7429517.0,8.09,0.011,0.6875
rpi1,MUL_MAT,q5_1,f32,4096,1,14336,138,12593.39,9.33,3.503,0.75
rpi1,MUL_MAT,q5_1,f32,4096,2,14336,70,20413.86,11.51,2.165,0.75
rpi1,MUL_MAT,q5_1,f32,4096,3,14336,46,29966.2,11.76,1.477,0.75
rpi1,MUL_MAT,q5_1,f32,4096,4,14336,36,43559.11,10.78,1.018,0.75
rpi1,MUL_MAT,q5_1,f32,4096,5,14336,28,54043.21,10.87,0.822,0.75
rpi1,MUL_MAT,q5_1,f32,4096,8,14336,18,80925.33,11.61,0.551,0.75
rpi1,MUL_MAT,q5_1,f32,4096,512,14336,1,8179628.0,7.35,0.01,0.75
rpi1,MUL_MAT,q5_K,f32,4096,1,14336,138,11241.2,10.45,3.598,0.6875
rpi1,MUL_MAT,q5_K,f32,4096,2,14336,70,19314.77,12.16,2.098,0.6875
rpi1,MUL_MAT,q5_K,f32,4096,3,14336,46,27757.04,12.69,1.462,0.6875
rpi1,MUL_MAT,q5_K,f32,4096,4,14336,36,34696.19,13.54,1.172,0.6875
rpi1,MUL_MAT,q5_K,f32,4096,5,14336,28,43593.07,13.47,0.935,0.6875
rpi1,MUL_MAT,q5_K,f32,4096,8,14336,18,70648.72,13.3,0.58,0.6875
rpi1,MUL_MAT,q5_K,f32,4096,512,14336,1,7465505.0,8.05,0.01,0.6875
rpi1,MUL_MAT,q6_K,f32,4096,1,14336,138,13448.13,8.73,3.587,0.8203
rpi1,MUL_MAT,q6_K,f32,4096,2,14336,70,20184.51,11.64,2.394,0.8203
rpi1,MUL_MAT,q6_K,f32,4096,3,14336,46,31844.74,11.06,1.52,0.8203
rpi1,MUL_MAT,q6_K,f32,4096,4,14336,36,42392.36,11.08,1.143,0.8203
rpi1,MUL_MAT,q6_K,f32,4096,5,14336,28,52968.43,11.09,0.916,0.8203
rpi1,MUL_MAT,q6_K,f32,4096,8,14336,18,82767.17,11.35,0.589,0.8203
rpi1,MUL_MAT,q6_K,f32,4096,512,14336,1,7831321.0,7.68,0.011,0.8203
rpi1,MUL_MAT,q8_0,f32,4096,1,14336,69,18389.67,6.39,3.397,1.0625
rpi1,MUL_MAT,q8_0,f32,4096,2,14336,70,28155.66,8.34,2.221,1.0625
rpi1,MUL_MAT,q8_0,f32,4096,3,14336,46,34627.89,10.17,1.808,1.0625
rpi1,MUL_MAT,q8_0,f32,4096,4,14336,36,44370.83,10.59,1.413,1.0625
rpi1,MUL_MAT,q8_0,f32,4096,5,14336,28,53272.89,11.02,1.178,1.0625
rpi1,MUL_MAT,q8_0,f32,4096,8,14336,18,86499.94,10.86,0.728,1.0625
rpi1,MUL_MAT,q8_0,f32,4096,512,14336,1,6460289.0,9.31,0.016,1.0625
rpi2,MUL_MAT,bf16,f32,4096,1,14336,69,60014.87,1.96,1.958,2.0
rpi2,MUL_MAT,bf16,f32,4096,2,14336,35,120115.29,1.96,0.979,2.0
rpi2,MUL_MAT,bf16,f32,4096,3,14336,23,180527.35,1.95,0.652,2.0
rpi2,MUL_MAT,bf16,f32,4096,4,14336,18,240921.83,1.95,0.489,2.0
rpi2,MUL_MAT,bf16,f32,4096,5,14336,14,301026.43,1.95,0.391,2.0
rpi2,MUL_MAT,bf16,f32,4096,8,14336,9,481118.22,1.95,0.245,2.0
rpi2,MUL_MAT,bf16,f32,4096,512,14336,1,41755671.0,1.44,0.004,2.0
rpi2,MUL_MAT,f16,f32,4096,1,14336,69,33079.03,3.55,3.553,2.0
rpi2,MUL_MAT,f16,f32,4096,2,14336,35,33798.2,6.95,3.479,2.0
rpi2,MUL_MAT,f16,f32,4096,3,14336,46,35855.61,9.83,3.282,2.0
rpi2,MUL_MAT,f16,f32,4096,4,14336,36,43147.31,10.89,2.729,2.0
rpi2,MUL_MAT,f16,f32,4096,5,14336,14,71725.14,8.19,1.643,2.0
rpi2,MUL_MAT,f16,f32,4096,8,14336,18,85504.28,10.99,1.38,2.0
rpi2,MUL_MAT,f16,f32,4096,512,14336,1,11082019.0,5.43,0.014,2.0
rpi2,MUL_MAT,f32,f32,4096,1,14336,69,64608.7,1.82,3.637,4.0
rpi2,MUL_MAT,f32,f32,4096,2,14336,35,127107.89,1.85,1.849,4.0
rpi2,MUL_MAT,f32,f32,4096,3,14336,23,194149.61,1.81,1.211,4.0
rpi2,MUL_MAT,f32,f32,4096,4,14336,18,84916.61,5.53,2.769,4.0
rpi2,MUL_MAT,f32,f32,4096,5,14336,14,109218.07,5.38,2.154,4.0
rpi2,MUL_MAT,f32,f32,4096,8,14336,9,169307.22,5.55,1.391,4.0
rpi2,MUL_MAT,f32,f32,4096,512,14336,1,11191449.0,5.37,0.024,4.0
rpi2,MUL_MAT,iq1_m,f32,4096,1,14336,138,13691.83,8.58,0.944,0.2188
rpi2,MUL_MAT,iq1_m,f32,4096,2,14336,70,26586.09,8.83,0.489,0.2188
rpi2,MUL_MAT,iq1_m,f32,4096,3,14336,46,39384.74,8.95,0.332,0.2188
rpi2,MUL_MAT,iq1_m,f32,4096,4,14336,36,52618.67,8.93,0.25,0.2188
rpi2,MUL_MAT,iq1_m,f32,4096,5,14336,28,65491.54,8.97,0.202,0.2188
rpi2,MUL_MAT,iq1_m,f32,4096,8,14336,18,104296.5,9.01,0.129,0.2188
rpi2,MUL_MAT,iq1_m,f32,4096,512,14336,1,7549685.0,7.96,0.007,0.2188
rpi2,MUL_MAT,iq1_s,f32,4096,1,14336,138,9124.36,12.87,1.265,0.1953
rpi2,MUL_MAT,iq1_s,f32,4096,2,14336,70,17761.49,13.22,0.654,0.1953
rpi2,MUL_MAT,iq1_s,f32,4096,3,14336,46,26190.15,13.45,0.446,0.1953
rpi2,MUL_MAT,iq1_s,f32,4096,4,14336,36,35113.03,13.38,0.335,0.1953
rpi2,MUL_MAT,iq1_s,f32,4096,5,14336,28,43551.39,13.48,0.272,0.1953
rpi2,MUL_MAT,iq1_s,f32,4096,8,14336,18,69229.44,13.57,0.174,0.1953
rpi2,MUL_MAT,iq1_s,f32,4096,512,14336,1,5213789.0,11.53,0.009,0.1953
rpi2,MUL_MAT,iq2_s,f32,4096,1,14336,138,11702.54,10.04,1.614,0.3203
rpi2,MUL_MAT,iq2_s,f32,4096,2,14336,70,23081.29,10.18,0.821,0.3203
rpi2,MUL_MAT,iq2_s,f32,4096,3,14336,46,34277.04,10.28,0.555,0.3203
rpi2,MUL_MAT,iq2_s,f32,4096,4,14336,36,45766.19,10.26,0.417,0.3203
rpi2,MUL_MAT,iq2_s,f32,4096,5,14336,28,56945.36,10.31,0.337,0.3203
rpi2,MUL_MAT,iq2_s,f32,4096,8,14336,18,90659.94,10.36,0.214,0.3203
rpi2,MUL_MAT,iq2_s,f32,4096,512,14336,1,7082382.0,8.49,0.008,0.3203
rpi2,MUL_MAT,iq2_xs,f32,4096,1,14336,138,10271.35,11.43,1.66,0.2891
rpi2,MUL_MAT,iq2_xs,f32,4096,2,14336,70,19785.76,11.87,0.865,0.2891
rpi2,MUL_MAT,iq2_xs,f32,4096,3,14336,46,29160.48,12.08,0.59,0.2891
rpi2,MUL_MAT,iq2_xs,f32,4096,4,14336,36,39002.22,12.04,0.443,0.2891
rpi2,MUL_MAT,iq2_xs,f32,4096,5,14336,28,48341.21,12.15,0.359,0.2891
rpi2,MUL_MAT,iq2_xs,f32,4096,8,14336,18,76420.0,12.29,0.23,0.2891
rpi2,MUL_MAT,iq2_xs,f32,4096,512,14336,1,5273443.0,11.4,0.01,0.2891
rpi2,MUL_MAT,iq2_xxs,f32,4096,1,14336,138,9013.78,13.03,1.688,0.2578
rpi2,MUL_MAT,iq2_xxs,f32,4096,2,14336,70,17709.5,13.26,0.863,0.2578
rpi2,MUL_MAT,iq2_xxs,f32,4096,3,14336,46,26406.67,13.34,0.582,0.2578
rpi2,MUL_MAT,iq2_xxs,f32,4096,4,14336,36,35169.25,13.36,0.439,0.2578
rpi2,MUL_MAT,iq2_xxs,f32,4096,5,14336,28,43855.46,13.39,0.354,0.2578
rpi2,MUL_MAT,iq2_xxs,f32,4096,8,14336,18,70112.72,13.4,0.224,0.2578
rpi2,MUL_MAT,iq2_xxs,f32,4096,512,14336,1,5444322.0,11.04,0.01,0.2578
rpi2,MUL_MAT,iq3_s,f32,4096,1,14336,69,15439.62,7.61,1.639,0.4297
rpi2,MUL_MAT,iq3_s,f32,4096,2,14336,35,29705.69,7.91,0.854,0.4297
rpi2,MUL_MAT,iq3_s,f32,4096,3,14336,23,44339.13,7.95,0.574,0.4297
rpi2,MUL_MAT,iq3_s,f32,4096,4,14336,18,59127.33,7.94,0.432,0.4297
rpi2,MUL_MAT,iq3_s,f32,4096,5,14336,14,73793.57,7.96,0.347,0.4297
rpi2,MUL_MAT,iq3_s,f32,4096,8,14336,9,117718.33,7.98,0.219,0.4297
rpi2,MUL_MAT,iq3_s,f32,4096,512,14336,1,8420963.0,7.14,0.007,0.4297
rpi2,MUL_MAT,iq3_xxs,f32,4096,1,14336,138,11685.53,10.05,1.93,0.3828
rpi2,MUL_MAT,iq3_xxs,f32,4096,2,14336,70,23323.5,10.07,0.97,0.3828
rpi2,MUL_MAT,iq3_xxs,f32,4096,3,14336,46,34838.09,10.11,0.652,0.3828
rpi2,MUL_MAT,iq3_xxs,f32,4096,4,14336,36,46584.39,10.08,0.489,0.3828
rpi2,MUL_MAT,iq3_xxs,f32,4096,5,14336,28,58121.64,10.1,0.393,0.3828
rpi2,MUL_MAT,iq3_xxs,f32,4096,8,14336,18,92851.83,10.12,0.248,0.3828
rpi2,MUL_MAT,iq3_xxs,f32,4096,512,14336,1,6604407.0,9.1,0.009,0.3828
rpi2,MUL_MAT,iq4_nl,f32,4096,1,14336,138,9296.6,12.63,3.561,0.5625
rpi2,MUL_MAT,iq4_nl,f32,4096,2,14336,70,15253.53,15.4,2.175,0.5625
rpi2,MUL_MAT,iq4_nl,f32,4096,3,14336,46,22821.15,15.44,1.457,0.5625
rpi2,MUL_MAT,iq4_nl,f32,4096,4,14336,36,30560.44,15.37,1.09,0.5625
rpi2,MUL_MAT,iq4_nl,f32,4096,5,14336,28,38159.18,15.39,0.875,0.5625
rpi2,MUL_MAT,iq4_nl,f32,4096,8,14336,18,60177.22,15.61,0.559,0.5625
rpi2,MUL_MAT,iq4_nl,f32,4096,512,14336,1,3993682.0,15.06,0.018,0.5625
rpi2,MUL_MAT,iq4_xs,f32,4096,1,14336,138,8660.0,13.56,3.611,0.5312
rpi2,MUL_MAT,iq4_xs,f32,4096,2,14336,70,14553.96,16.14,2.154,0.5312
rpi2,MUL_MAT,iq4_xs,f32,4096,3,14336,46,21754.98,16.19,1.444,0.5312
rpi2,MUL_MAT,iq4_xs,f32,4096,4,14336,36,29085.42,16.15,1.083,0.5312
rpi2,MUL_MAT,iq4_xs,f32,4096,5,14336,28,36450.11,16.11,0.866,0.5312
rpi2,MUL_MAT,iq4_xs,f32,4096,8,14336,18,57291.22,16.4,0.555,0.5312
rpi2,MUL_MAT,iq4_xs,f32,4096,512,14336,1,4193733.0,14.34,0.016,0.5312
rpi2,MUL_MAT,q2_K,f32,4096,1,14336,207,6261.87,18.75,3.089,0.3281
rpi2,MUL_MAT,q2_K,f32,4096,2,14336,105,12023.94,19.53,1.615,0.3281
rpi2,MUL_MAT,q2_K,f32,4096,3,14336,69,17880.32,19.7,1.09,0.3281
rpi2,MUL_MAT,q2_K,f32,4096,4,14336,54,24078.48,19.51,0.812,0.3281
rpi2,MUL_MAT,q2_K,f32,4096,5,14336,42,29981.1,19.59,0.655,0.3281
rpi2,MUL_MAT,q2_K,f32,4096,8,14336,27,47607.3,19.73,0.417,0.3281
rpi2,MUL_MAT,q2_K,f32,4096,512,14336,1,4345087.0,13.84,0.013,0.3281
rpi2,MUL_MAT,q3_K,f32,4096,1,14336,138,8715.88,13.47,2.903,0.4297
rpi2,MUL_MAT,q3_K,f32,4096,2,14336,70,17016.53,13.8,1.491,0.4297
rpi2,MUL_MAT,q3_K,f32,4096,3,14336,46,25404.76,13.87,1.002,0.4297
rpi2,MUL_MAT,q3_K,f32,4096,4,14336,36,34175.89,13.75,0.747,0.4297
rpi2,MUL_MAT,q3_K,f32,4096,5,14336,28,42565.86,13.8,0.601,0.4297
rpi2,MUL_MAT,q3_K,f32,4096,8,14336,18,67903.11,13.84,0.38,0.4297
rpi2,MUL_MAT,q3_K,f32,4096,512,14336,1,6113479.0,9.84,0.01,0.4297
rpi2,MUL_MAT,q4_0,f32,4096,1,14336,138,9342.64,12.57,3.543,0.5625
rpi2,MUL_MAT,q4_0,f32,4096,2,14336,105,13439.48,17.48,2.469,0.5625
rpi2,MUL_MAT,q4_0,f32,4096,3,14336,69,20342.43,17.32,1.635,0.5625
rpi2,MUL_MAT,q4_0,f32,4096,4,14336,54,27511.78,17.07,1.211,0.5625
rpi2,MUL_MAT,q4_0,f32,4096,5,14336,42,33947.33,17.3,0.984,0.5625
rpi2,MUL_MAT,q4_0,f32,4096,8,14336,27,53466.7,17.57,0.629,0.5625
rpi2,MUL_MAT,q4_0,f32,4096,512,14336,1,4497612.0,13.37,0.016,0.5625
rpi2,MUL_MAT,q4_1,f32,4096,1,14336,138,10357.75,11.34,3.55,0.625
rpi2,MUL_MAT,q4_1,f32,4096,2,14336,105,14262.97,16.47,2.583,0.625
rpi2,MUL_MAT,q4_1,f32,4096,3,14336,46,22194.04,15.87,1.664,0.625
rpi2,MUL_MAT,q4_1,f32,4096,4,14336,36,29105.56,16.14,1.271,0.625
rpi2,MUL_MAT,q4_1,f32,4096,5,14336,28,36159.5,16.24,1.025,0.625
rpi2,MUL_MAT,q4_1,f32,4096,8,14336,18,55757.89,16.85,0.669,0.625
rpi2,MUL_MAT,q4_1,f32,4096,512,14336,1,4417883.0,13.61,0.017,0.625
rpi2,MUL_MAT,q4_K,f32,4096,1,14336,138,9143.6,12.84,3.62,0.5625
rpi2,MUL_MAT,q4_K,f32,4096,2,14336,105,12830.93,18.31,2.586,0.5625
rpi2,MUL_MAT,q4_K,f32,4096,3,14336,69,20041.2,17.58,1.659,0.5625
rpi2,MUL_MAT,q4_K,f32,4096,4,14336,54,26849.69,17.5,1.241,0.5625
rpi2,MUL_MAT,q4_K,f32,4096,5,14336,42,33131.52,17.72,1.008,0.5625
rpi2,MUL_MAT,q4_K,f32,4096,8,14336,27,51176.59,18.36,0.657,0.5625
rpi2,MUL_MAT,q4_K,f32,4096,512,14336,1,4350698.0,13.82,0.016,0.5625
rpi2,MUL_MAT,q5_0,f32,4096,1,14336,138,11261.62,10.43,3.591,0.6875
rpi2,MUL_MAT,q5_0,f32,4096,2,14336,70,18083.89,12.99,2.241,0.6875
rpi2,MUL_MAT,q5_0,f32,4096,3,14336,46,27105.09,13.0,1.498,0.6875
rpi2,MUL_MAT,q5_0,f32,4096,4,14336,36,35527.47,13.22,1.145,0.6875
rpi2,MUL_MAT,q5_0,f32,4096,5,14336,28,44089.43,13.32,0.924,0.6875
rpi2,MUL_MAT,q5_0,f32,4096,8,14336,18,69637.06,13.49,0.588,0.6875
rpi2,MUL_MAT,q5_0,f32,4096,512,14336,1,6164575.0,9.75,0.013,0.6875
rpi2,MUL_MAT,q5_1,f32,4096,1,14336,138,12304.28,9.54,3.585,0.75
